"TG-GATEs","dose","dose_unit","time","time_unit","parameter","parameter_type","value","value_unit","outcome","source"
"haloperidol",30,"mg/kg",1,"day","Kidneys","Weight",0.84,"Relative weight",0,"TG-GATEs"
"hexachlorobenzene",300,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"hexachlorobenzene",1000,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"hexachlorobenzene",2000,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"hydroxyzine",10,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"hydroxyzine",30,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"hydroxyzine",100,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"ibuprofen",60,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"ibuprofen",200,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"ibuprofen",400,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"imipramine",10,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"imipramine",30,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"imipramine",100,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"indomethacin",1,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"indomethacin",2,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"indomethacin",5,"mg/kg",1,"day","Kidneys","Weight",0.96,"Relative weight",0,"TG-GATEs"
"indomethacin",5,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"indomethacin",15,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"indomethacin",50,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"iproniazid",6,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"iproniazid",20,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"iproniazid",60,"mg/kg",1,"day","Kidneys","Weight",0.84,"Relative weight",1,"TG-GATEs"
"isoniazid",200,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"isoniazid",600,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"isoniazid",2000,"mg/kg",1,"day","Kidneys","Weight",0.97,"Relative weight",1,"TG-GATEs"
"ketoconazole",10,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"ketoconazole",30,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"ketoconazole",100,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"labetalol",45,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"labetalol",150,"mg/kg",1,"day","Kidneys","Weight",0.84,"Relative weight",1,"TG-GATEs"
"labetalol",450,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"lomustine",1,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"lomustine",2,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"lomustine",6,"mg/kg",1,"day","Kidneys","Weight",1,"Relative weight",1,"TG-GATEs"
"lornoxicam",1,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"lornoxicam",3,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"lornoxicam",10,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"mefenamic acid",30,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"mefenamic acid",100,"mg/kg",1,"day","Kidneys","Weight",0.95,"Relative weight",0,"TG-GATEs"
"mefenamic acid",300,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"meloxicam",10,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"meloxicam",30,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"meloxicam",100,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"metformin",100,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"metformin",300,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"metformin",1000,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"methapyrilene",10,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"methapyrilene",30,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"methapyrilene",100,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"methimazole",10,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"methimazole",30,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"methimazole",100,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"methyldopa",60,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"methyldopa",200,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"methyldopa",600,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"methylene dianiline",30,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"methylene dianiline",100,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"methylene dianiline",300,"mg/kg",1,"day","Kidneys","Weight",0.83,"Relative weight",1,"TG-GATEs"
"methyltestosterone",30,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"methyltestosterone",100,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"methyltestosterone",300,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"mexiletine",40,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"mexiletine",120,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"mexiletine",400,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"monocrotaline",3,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"monocrotaline",10,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"monocrotaline",30,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"moxisylyte",50,"mg/kg",1,"day","Kidneys","Weight",0.8,"Relative weight",1,"TG-GATEs"
"moxisylyte",150,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"moxisylyte",500,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"naphthyl isothiocyanate",15,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"naphthyl isothiocyanate",50,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"naphthyl isothiocyanate",150,"mg/kg",1,"day","Kidneys","Weight",0.79,"Relative weight",1,"TG-GATEs"
"naproxen",20,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"naproxen",60,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"naproxen",200,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"nicotinic acid",100,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"nicotinic acid",300,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"nicotinic acid",1000,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"nifedipine",100,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"nifedipine",300,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"nifedipine",1000,"mg/kg",1,"day","Kidneys","Weight",0.79,"Relative weight",1,"TG-GATEs"
"nimesulide",30,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"nimesulide",100,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"nimesulide",300,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"nitrofurantoin",10,"mg/kg",1,"day","Kidneys","Weight",0.97,"Relative weight",0,"TG-GATEs"
"nitrofurantoin",30,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"nitrofurantoin",100,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"nitrofurantoin",100,"mg/kg",1,"day","Kidneys","Weight",0.95,"Relative weight",0,"TG-GATEs"
"nitrofurantoin",300,"mg/kg",1,"day","Kidneys","Weight",0.98,"Relative weight",1,"TG-GATEs"
"nitrofurantoin",600,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"nitrofurazone",30,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"nitrofurazone",100,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"nitrofurazone",300,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"nitrosodiethylamine",10,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"nitrosodiethylamine",30,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"nitrosodiethylamine",100,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"papaverine",40,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"papaverine",120,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"papaverine",400,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"pemoline",8,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"pemoline",25,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"pemoline",75,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"penicillamine",100,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"penicillamine",300,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"penicillamine",1000,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"perhexiline",15,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"perhexiline",50,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"perhexiline",150,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"phenacetin",300,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"phenacetin",1000,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"phenacetin",2000,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"phenobarbital",100,"mg/kg",1,"day","Kidneys","Weight",1.01,"Relative weight",1,"TG-GATEs"
"phenobarbital",150,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"phenobarbital",300,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"phenylanthranilic acid",300,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"phenylanthranilic acid",1000,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"phenylanthranilic acid",2000,"mg/kg",1,"day","Kidneys","Weight",0.96,"Relative weight",0,"TG-GATEs"
"phenylbutazone",20,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"phenylbutazone",60,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"phenylbutazone",200,"mg/kg",1,"day","Kidneys","Weight",1.02,"Relative weight",1,"TG-GATEs"
"phenytoin",600,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"phenytoin",1200,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"phenytoin",2000,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"promethazine",20,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"promethazine",60,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"promethazine",200,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"propranolol",15,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"propranolol",50,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"propranolol",150,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"propylthiouracil",10,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"propylthiouracil",30,"mg/kg",1,"day","Kidneys","Weight",0.97,"Relative weight",1,"TG-GATEs"
"propylthiouracil",100,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"quinidine",20,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"quinidine",60,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"quinidine",200,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"ranitidine",100,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"ranitidine",300,"mg/kg",1,"day","Kidneys","Weight",0.85,"Relative weight",0,"TG-GATEs"
"ranitidine",1000,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"rifampicin",20,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"rifampicin",60,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"rifampicin",200,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"rosiglitazone maleate",20,"mg/kg",1,"day","Kidneys","Weight",0.35,"Relative weight",1,"TG-GATEs"
"rosiglitazone maleate",100,"mg/kg",1,"day","Kidneys","Weight",0.29,"Relative weight",1,"TG-GATEs"
"rosiglitazone maleate",500,"mg/kg",1,"day","Kidneys","Weight",0.34,"Relative weight",1,"TG-GATEs"
"simvastatin",40,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"simvastatin",120,"mg/kg",1,"day","Kidneys","Weight",0.95,"Relative weight",0,"TG-GATEs"
"simvastatin",400,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"sulfasalazine",100,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"sulfasalazine",300,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"sulfasalazine",1000,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"sulindac",15,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"sulindac",50,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"sulindac",150,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"sulpiride",300,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"sulpiride",1000,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"sulpiride",2000,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"tacrine",3,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"tacrine",10,"mg/kg",1,"day","Kidneys","Weight",0.97,"Relative weight",1,"TG-GATEs"
"tacrine",30,"mg/kg",1,"day","Kidneys","Weight",0.82,"Relative weight",1,"TG-GATEs"
"tamoxifen",6,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"tannic acid",100,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"tannic acid",300,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"terbinafine",75,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"terbinafine",250,"mg/kg",1,"day","Kidneys","Weight",0.97,"Relative weight",0,"TG-GATEs"
"terbinafine",750,"mg/kg",1,"day","Kidneys","Weight",0.99,"Relative weight",1,"TG-GATEs"
"tetracycline",100,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"tetracycline",300,"mg/kg",1,"day","Kidneys","Weight",0.95,"Relative weight",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",1,"day","Kidneys","Weight",0.99,"Relative weight",1,"TG-GATEs"
"thioacetamide",5,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"thioacetamide",15,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"thioacetamide",45,"mg/kg",1,"day","Kidneys","Weight",0.94,"Relative weight",0,"TG-GATEs"
"thioridazine",10,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"thioridazine",30,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"thioridazine",100,"mg/kg",1,"day","Kidneys","Weight",0.96,"Relative weight",0,"TG-GATEs"
"ticlopidine",100,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"ticlopidine",300,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"ticlopidine",1000,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"tiopronin",100,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"tiopronin",300,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"tiopronin",1000,"mg/kg",1,"day","Kidneys","Weight",0.89,"Relative weight",0,"TG-GATEs"
"tolbutamide",100,"mg/kg",1,"day","Kidneys","Weight",0.95,"Relative weight",0,"TG-GATEs"
"tolbutamide",300,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"tolbutamide",1000,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"triamterene",15,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"triamterene",50,"mg/kg",1,"day","Kidneys","Weight",0.9,"Relative weight",0,"TG-GATEs"
"triamterene",150,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"triazolam",100,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"triazolam",300,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"triazolam",1000,"mg/kg",1,"day","Kidneys","Weight",0.91,"Relative weight",0,"TG-GATEs"
"trimethadione",50,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"trimethadione",150,"mg/kg",1,"day","Kidneys","Weight",0.88,"Relative weight",0,"TG-GATEs"
"trimethadione",500,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"valproic acid",45,"mg/kg",1,"day","Kidneys","Weight",0.86,"Relative weight",0,"TG-GATEs"
"valproic acid",150,"mg/kg",1,"day","Kidneys","Weight",0.87,"Relative weight",0,"TG-GATEs"
"valproic acid",450,"mg/kg",1,"day","Kidneys","Weight",0.93,"Relative weight",0,"TG-GATEs"
"vitamin A",10,"mg/kg",1,"day","Kidneys","Weight",0.97,"Relative weight",1,"TG-GATEs"
"vitamin A",30,"mg/kg",1,"day","Kidneys","Weight",0.92,"Relative weight",0,"TG-GATEs"
"vitamin A",100,"mg/kg",1,"day","Kidneys","Weight",0.83,"Relative weight",1,"TG-GATEs"
"WY-14643",10,"mg/kg",4,"day","Left Kidney","Weight",0.45,"Relative weight",0,"TG-GATEs"
"WY-14643",30,"mg/kg",4,"day","Left Kidney","Weight",0.48,"Relative weight",0,"TG-GATEs"
"WY-14643",100,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"acarbose",100,"mg/kg",4,"day","Left Kidney","Weight",0.51,"Relative weight",0,"TG-GATEs"
"acarbose",300,"mg/kg",4,"day","Left Kidney","Weight",0.5,"Relative weight",0,"TG-GATEs"
"acarbose",1000,"mg/kg",4,"day","Left Kidney","Weight",0.5,"Relative weight",0,"TG-GATEs"
"acetamide",300,"mg/kg",4,"day","Left Kidney","Weight",0.42,"Relative weight",1,"TG-GATEs"
"acetamide",1000,"mg/kg",4,"day","Left Kidney","Weight",0.41,"Relative weight",1,"TG-GATEs"
"acetamide",2000,"mg/kg",4,"day","Left Kidney","Weight",0.46,"Relative weight",0,"TG-GATEs"
"acetamidofluorene",30,"mg/kg",4,"day","Left Kidney","Weight",0.46,"Relative weight",0,"TG-GATEs"
"acetamidofluorene",100,"mg/kg",4,"day","Left Kidney","Weight",0.45,"Relative weight",0,"TG-GATEs"
"acetamidofluorene",300,"mg/kg",4,"day","Left Kidney","Weight",0.44,"Relative weight",0,"TG-GATEs"
"acetaminophen",300,"mg/kg",4,"day","Left Kidney","Weight",0.45,"Relative weight",0,"TG-GATEs"
"acetaminophen",600,"mg/kg",4,"day","Left Kidney","Weight",0.46,"Relative weight",0,"TG-GATEs"
"acetaminophen",1000,"mg/kg",4,"day","Left Kidney","Weight",0.45,"Relative weight",0,"TG-GATEs"
"acetazolamide",60,"mg/kg",4,"day","Left Kidney","Weight",0.44,"Relative weight",0,"TG-GATEs"
"acetazolamide",200,"mg/kg",4,"day","Left Kidney","Weight",0.47,"Relative weight",0,"TG-GATEs"
"acetazolamide",600,"mg/kg",4,"day","Left Kidney","Weight",0.46,"Relative weight",0,"TG-GATEs"
"adapin",10,"mg/kg",4,"day","Left Kidney","Weight",0.45,"Relative weight",0,"TG-GATEs"
"adapin",30,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"adapin",100,"mg/kg",4,"day","Left Kidney","Weight",0.47,"Relative weight",0,"TG-GATEs"
"ajmaline",30,"mg/kg",4,"day","Left Kidney","Weight",0.46,"Relative weight",0,"TG-GATEs"
"ajmaline",100,"mg/kg",4,"day","Left Kidney","Weight",0.48,"Relative weight",0,"TG-GATEs"
"ajmaline",300,"mg/kg",4,"day","Left Kidney","Weight",0.45,"Relative weight",0,"TG-GATEs"
"allyl alcohol",3,"mg/kg",4,"day","Left Kidney","Weight",0.46,"Relative weight",0,"TG-GATEs"
"allyl alcohol",10,"mg/kg",4,"day","Left Kidney","Weight",0.44,"Relative weight",0,"TG-GATEs"
"allyl alcohol",30,"mg/kg",4,"day","Left Kidney","Weight",0.46,"Relative weight",0,"TG-GATEs"
"amiodarone",20,"mg/kg",4,"day","Left Kidney","Weight",0.5,"Relative weight",0,"TG-GATEs"
"amiodarone",60,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"amiodarone",200,"mg/kg",4,"day","Left Kidney","Weight",0.45,"Relative weight",0,"TG-GATEs"
"amitriptyline",15,"mg/kg",4,"day","Left Kidney","Weight",0.43,"Relative weight",0,"TG-GATEs"
"amitriptyline",50,"mg/kg",4,"day","Left Kidney","Weight",0.44,"Relative weight",0,"TG-GATEs"
"amitriptyline",150,"mg/kg",4,"day","Left Kidney","Weight",0.45,"Relative weight",0,"TG-GATEs"
"aspirin",45,"mg/kg",4,"day","Left Kidney","Weight",0.48,"Relative weight",0,"TG-GATEs"
"aspirin",150,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"aspirin",450,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"bendazac",30,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"bendazac",100,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"bendazac",300,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"benzbromarone",20,"mg/kg",4,"day","Left Kidney","Weight",0.48,"Relative weight",0,"TG-GATEs"
"benzbromarone",60,"mg/kg",4,"day","Left Kidney","Weight",0.48,"Relative weight",0,"TG-GATEs"
"benzbromarone",200,"mg/kg",4,"day","Left Kidney","Weight",0.49,"Relative weight",0,"TG-GATEs"
"benziodarone",30,"mg/kg",4,"day","Left Kidney","Weight",0.48,"Relative weight",0,"TG-GATEs"
"benziodarone",100,"mg/kg",4,"day","Left Kidney","Weight",0.5,"Relative weight",0,"TG-GATEs"
"benziodarone",300,"mg/kg",4,"day","Left Kidney","Weight",0.48,"Relative weight",0,"TG-GATEs"
"bromobenzene",30,"mg/kg",4,"day","Left Kidney","Weight",0.47,"Relative weight",0,"TG-GATEs"
"bromobenzene",100,"mg/kg",4,"day","Left Kidney","Weight",0.46,"Relative weight",0,"TG-GATEs"
